industry_code,total_sales_amount,weekday_sales_amount,weekend_sales_amount,lunch_sales_ratio,dinner_sales_ratio,transaction_count,weekday_transaction_count,weekend_transaction_count,mom_growth_rate,yoy_growth_rate,sales_cv,avg_transaction_value,cash_payment_ratio,revisit_customer_sales_ratio,new_customer_ratio,electricity_usage_kwh,electricity_bill_amount,gas_usage_m3,water_usage_ton,energy_eff_appliance_ratio,participate_energy_eff_support,participate_high_eff_equip_support,food_waste_kg_per_day,recycle_waste_kg_per_day,yellow_umbrella_member,yellow_umbrella_months,yellow_umbrella_amount,employment_insurance_employees,customer_review_avg_rating,customer_review_positive_ratio,hygiene_certified,origin_price_violation_count,operating_profit,cost_of_goods_sold,total_salary,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity
-0.4968768371754997,-0.3620194619187138,-0.4123474857884047,-0.29477242072537874,0.5264193862184602,0.6995243507327036,-0.5484528257817802,-0.5626059511336592,-0.44381916452288434,1.1261585225130917,1.2127182869812916,-0.16943912942286515,1.2094400425391325,0.30075468069895905,-0.04917977978688621,0.7843576802510739,0.29790267412347216,0.4696295502413713,1.311962791963779,0.09901243865224596,-0.5309269554886735,-0.5736341273861959,2.15493984154627,0.1384350331621999,-0.0004685055061207634,-0.7630572763527017,-0.4640118023672826,-0.6486160732545078,-0.46121208642970934,-0.6807122729929379,0.2571722072196725,-0.23482808634633637,1.4025494747970926,-0.4100840121059303,-0.3790543812795712,-0.32867100338755034,-0.4036773008541617,-0.3038181213716274,-0.4548407121281471,0.12208843720192017,1.1081394939689728,-0.8183459044049082,0.31553130690961667,-0.30072971475644067,0.0088674669476328,-0.33257513456080284,0.6559422754739428,-0.4019832347922988,-1.2502293521732732,2.572216332888564,0.0013956765001114457,-0.39548338609462835,-0.3998713564130482,-1.1056778810654286
-0.4792811733954482,-0.3382217510672241,-0.3860520411075218,-0.27839928806162606,-0.5173618332397084,0.8216077566331467,-0.49340194454147346,-0.5525089649518978,-0.439063723446445,0.9721818103085094,1.2156015649096694,-0.15070005393898286,1.127933767705075,0.5943650008223422,-0.31712081642828555,0.9073439348050426,0.14859595480917157,0.07109231359485747,1.4154310876355163,-0.7042480953156294,0.581950458251201,-0.5709602869186559,-0.4739295440868716,-0.02340386798735204,0.11493569815104138,-0.7732804588642673,-0.4927517135550258,-0.6420876881214762,-0.45196015063881134,0.23331647285651091,0.3894243884203986,-0.2510659986217541,-0.2847899928540692,-0.40642239955230147,-0.3215906226855823,-0.38982656608484423,-0.33008990393629895,-0.25734225741656097,-0.5947835672336271,0.7489823389566166,-1.2345535336397193,0.5747233278588355,-0.5063263468345266,0.6199468909295432,-1.6189169338658946,0.37694521583736795,2.7234131646887865,-0.4155955644499687,-0.9345043321459822,-1.075333126902492,0.6820388637059489,-0.8417047281374542,-1.671801823191164,-1.2657160918763253
-0.4890812939970536,-0.32951558175320494,-0.3791191923995485,-0.2558991261310488,-0.721189520865471,0.18657340532228175,-0.4807703229300819,-0.5381403317469429,-0.40183684531072966,1.137555226007198,1.200356904507301,0.22589134197598945,0.894309543591481,-0.1090453568971419,-0.849771671555373,1.3922268213550062,-0.7287553947547155,-0.6980189743909441,0.19373124248208742,-0.1294528651989416,-0.9455146016901408,-0.5775920120497156,2.1673104518428836,-0.31176207252972665,0.06975721239966332,-0.7755418209286745,-0.4813571221096404,-0.6425035109291679,-0.4676681888516113,0.1411701932251656,-0.1451231978300173,-0.24619800691001417,-0.28389418347499584,-0.3347862397279755,-0.32048053343317595,-0.3918446212385236,-0.3118125673289749,-0.2786978003086499,-0.058107859236767936,0.6142890422458227,-2.148154008070821,0.5884430250093954,0.9785370305842057,-0.9460601665543608,0.08058585723626001,-0.9568486230659342,1.5968749265241193,-0.4382479545336315,-1.1461143480935545,-0.8912744133628266,-0.74319148122428,-1.3589203413623863,0.09932180730975253,-1.1291655792087962
-0.48929929480105777,-0.3273209051023775,-0.3639271314111059,-0.22067535523733528,-0.5331693656287998,-0.009872694882688724,-0.4989185123909657,-0.5486104993940448,-0.4320099737182128,0.9687660092370495,1.2150557294992756,0.17125457006283748,1.1166659370858452,0.508518333551338,-0.5449572887566696,0.2500349900523686,-0.6836218656032762,-0.714172938759711,-0.6475970837625935,0.05922093200830579,-1.8179214373227472,-0.5804173697782279,-0.46932272386045476,-0.07709023125324371,0.04639136692016042,-0.7937800917353455,-0.4837632531307755,-0.6469927705847319,-0.4453393325322144,0.4406026085929613,0.2653454093203908,-0.2546084407067137,-0.26658703135825373,-0.33897683479621354,-0.3102699296654532,-0.31025406555594054,-0.3409002581113659,-0.30195919949471245,-0.0561217417947446,0.09546704101024335,0.3187312818904575,-0.6431794219099011,-0.21266555442036142,0.3023425458492259,-1.0484239690833648,0.1393604531442032,0.3654788689573595,-0.36140693631834253,-1.4831892300524527,-0.6792854599098807,-1.456504518421282,0.017725153105353768,0.48800689468260283,-0.08753010469418906
-0.47895233627380523,-0.2877684166455476,-0.35910690548752905,-0.22380882551693462,-0.8302794725027738,-0.3193394467313178,-0.5166111135890507,-0.5484485323368788,-0.425407035812841,1.3565872903449685,1.2107273227621032,0.6215725533037803,1.6383557886031586,-0.46288042682287095,-1.250593152206331,0.9063105596551079,-0.9515192985865999,-0.8390345479549219,-0.6451992166270032,-0.2830676294638416,-0.8772203296080578,1.749468086669287,-0.4691109464606041,0.14012487782061836,-0.1514673298478513,1.2781989950355435,-0.25595767073790887,1.0340647023148404,-0.4593399625158973,0.43915226985399614,0.8245050918209103,-0.25048906263901305,1.4070772782560033,-0.22013462450822965,-0.2714550151666216,-0.3429690405894853,-0.4157616416783821,-0.30102969033167126,0.8497458179153395,0.47849076381203454,-1.302818797826262,-2.732776588524543,-1.2061747667098375,1.0911376533107828,1.2533843729471508,1.2716123688707723,1.06752569444516,-0.3593001064621332,-1.5397779197706547,0.8127136625143554,0.6543356879897968,-1.4656731217970969,0.6891261415580195,-0.269678966563092
-0.4791804076618094,-0.2881767907242228,-0.3356321234642675,-0.18747002757238992,-0.3935503491335177,0.37360039052126776,-0.447082597676241,-0.4887672909644965,-0.38713093242539676,0.6997867368330484,1.2266961387228148,0.2328425354678728,0.7984114400721853,0.4054278750055323,-1.234246643175756,0.8963204077499592,0.23152813049039606,0.29539624260100117,0.0929742418984293,-0.19002165847333097,-0.498297417965807,-0.558039835202636,2.153203015216384,0.27468531642889205,0.7127557104381145,-0.7796508099872673,-0.48442812406202107,-0.6622159888968713,-0.4563594154952772,-1.3037574594630579,-0.7466582020230551,-0.23693220440385399,-0.2800610274084357,-0.3903125831612544,-0.23682748390710856,-0.27598127310205395,-0.31360429592116135,-0.25908665932292824,-0.8810555461708003,1.6298646506551002,0.2750863678638524,-0.7347555629953638,-0.7610672776435895,0.7840835805839074,-0.47936203667911204,0.7374930005822047,1.053411057967107,-0.3136977322262548,-0.2294799961658905,-0.9498428173216821,-0.4106238168293519,0.48122336398721943,-0.46801327448588464,-1.0948817718555386
-0.4800478471687756,-0.25975170169678546,-0.3177586878000056,-0.1681408169806001,-0.4174707635762553,0.18468908301565212,-0.41162091004050305,-0.461676433100745,-0.34346196232627246,1.2517934366623675,1.2042870269723518,0.7139736544762645,0.692129783555195,-0.35251053613734135,-0.7709441668808645,1.4880608555557295,-0.019639511885445368,-0.027974428958882996,-0.29710180294027677,-0.328710470011057,-0.4672456219182491,1.7498495538736507,-0.4600295654155933,0.142856977718038,-0.36978092740286905,-0.759541155185809,-0.4814200051301696,-0.6503424556769759,-0.45201333156199097,-0.44076409217799417,-0.7267029386466857,-0.26466098590658593,-0.26764585479459824,-0.3101469396984285,-0.25161353803007674,-0.2363816939780925,-0.2548396015671638,-0.17855896972034846,-0.42814869922329735,0.06940223195844823,0.3514410021677997,-0.2874027081763866,-0.8835652050617321,0.7768005576564113,1.0697731998207445,0.9486123665495988,-0.3983945305070735,-0.23627078959505488,0.5248269346954612,-1.0783444641670898,-1.508280712500542,-0.7762167050097166,-0.16986642601640276,-1.6511309485360783
-0.4908357389133748,-0.24910557809913345,-0.29166157808279713,-0.14758016172847233,0.7227471674621427,0.9372278755692617,-0.373636895542139,-0.408084455590214,-0.2788692992756171,0.8145095259245986,1.1880449248450633,0.515888155119675,0.2662062986155286,0.05271492209186413,-1.3080709912048298,1.0396208295805085,0.10484616829789867,0.15089783406184978,-0.20959215981695792,-0.5506229931601483,-1.3445475052780091,1.7303668451144387,2.1429516962911848,-0.4902261611366848,-0.7321720518879782,-0.7882958403416783,-0.46903023429560986,-0.6594885003261551,-0.45073161203600903,-0.4121425093232571,-0.2177296796153701,-0.2542593302358026,-0.27137521767500505,-0.37955038193841667,-0.22322524072028196,-0.20458248296020007,-0.1692606005409215,-0.24356878959284256,-1.2091513974282257,1.0767109657109823,0.8936375725653429,1.3166636369129867,-0.5200752413657629,0.6335249768412134,-1.4070210648847017,0.39329333791175775,0.14185809728493698,-0.30098829336968813,-1.5756589200208273,2.3491800796095212,0.6424590150274095,0.6451015831351561,-0.23425222851387528,-0.3724873204204661
-0.4584530214366906,-0.33795112903383756,-0.37456395966099587,-0.2679679623190089,0.3817425348990071,0.07099851183052318,-0.36551038088526194,-0.42033033068128967,-0.2862213209269568,1.0968524895905123,0.9879723340684646,-0.024829932670888344,-0.30682712935541445,0.17186003778393497,-0.38286181315893786,0.18360074370397578,-0.4650671729656961,-0.5884943105950632,0.7137391825985,0.06019249412263229,-1.3114017105085287,-0.5930523380522068,-0.45779640343963085,-0.05472756227591833,0.3324200184032571,1.2887616426741755,-0.3413521403091389,1.446788462764748,-0.4535864296588005,-0.10272664439284672,0.34693833236700294,-0.2538595265372669,-0.26753353282994574,-0.35649526753446215,-0.3429446960345768,-0.3497164103369762,-0.27469535366544595,-0.3082761438721492,-0.020640035585738487,-0.5551888628984044,-0.7879491589733016,1.45803330826648,-0.9618816988041159,1.0343629431105694,-1.2098104001481123,0.8403404587744416,-0.6935009712936351,-0.3362175975511006,-1.4878937608531955,-0.2284041963015868,-1.131096242902102,-1.7839532098454096,-0.4716690431898507,-0.3560212512920084
-0.46230914784580696,-0.31500772117110337,-0.36276987054985066,-0.239364630711719,-0.18073095519562818,0.5579143903147166,-0.4194901856006123,-0.4534559429671193,-0.32153633829196154,1.045644810402584,0.9739959917932379,0.6179257116924227,0.08172882299543635,-0.818168727552234,-0.9575846735700514,0.8421727005806678,-0.20764232998829066,-0.254797766807904,0.861361005730955,-0.7367314398567246,0.6173091914991191,-0.5715852741485921,-0.4650059650642633,-0.531901701700398,-0.34171501027442186,-0.7731647224377676,-0.4648633153229204,-0.6540915350901588,-0.4579573207399376,-0.17894304793774024,-0.03342586305551197,-0.25207893285493466,-0.28262998369494063,-0.38726074770584684,-0.3136032201027478,-0.28626736497951705,-0.3546018135005759,-0.2666006933424495,-0.6382696502107404,0.6547868467855459,0.8123608417900178,-0.9979028878596705,0.9296540368459458,-0.9283028126493829,0.11491553746447318,-0.9596510910185687,2.603584898233549,-0.3812367211660891,-0.5278965156338129,0.13024306254230908,-1.3775795581371966,-0.7555167034305866,-0.40601370264418524,-0.052660484647279404
